Date,Open,High,Low,Close,Adj Close,Volume
1998-10-12,15.676700,16.055599,15.263300,15.534400,0.000562,240340500
1998-10-13,15.555600,15.608900,14.557800,14.888900,0.000539,206100000
1998-10-14,14.851100,15.577800,14.777800,15.473300,0.000560,179127000
1998-10-15,15.588900,15.622200,15.202200,15.364400,0.000556,193855500
1998-10-16,15.477800,15.642200,15.277800,15.441100,0.000559,147042000
1998-10-19,15.422200,15.427800,15.267800,15.346700,0.000555,49585500
1998-10-20,15.327800,15.366700,14.825600,14.987800,0.000542,164011500
1998-10-21,null,null,null,null,null,null
1998-10-22,15.177800,15.533300,15.151100,15.442200,0.000559,183955500
1998-10-23,15.345600,15.864400,15.333300,15.745600,0.000570,226728000
1998-10-26,15.972200,16.263300,15.872200,16.017799,0.000579,225783000
1998-10-27,16.022200,16.666700,15.822200,16.042200,0.000580,149733000
1998-10-28,16.177799,16.355600,15.846700,15.958900,0.000577,213435000
1998-10-29,15.855600,16.016701,15.666700,15.937800,0.000577,169551000
1998-10-30,16.021099,16.044399,15.590000,15.694400,0.000568,247149000
1998-11-02,15.533300,15.761100,15.312200,15.695600,0.000568,191808000
1998-11-03,15.688900,15.820000,15.411100,15.548900,0.000563,169177500
1998-11-04,null,null,null,null,null,null
1998-11-05,15.602200,15.663300,15.491100,15.577800,0.000564,100647000
1998-11-06,15.622200,15.774400,15.583300,15.672200,0.000567,100237500
1998-11-09,15.766700,16.087799,15.766700,15.905600,0.000575,98725500
1998-11-10,15.911100,16.110001,15.866700,15.940000,0.000577,119470500
1998-11-11,16.111099,16.361099,16.085600,16.211100,0.000586,179185500
1998-11-12,16.191099,16.379999,16.133301,16.324400,0.000591,110434500
1998-11-13,16.316700,16.391100,16.180000,16.223301,0.000587,106056000
1998-11-16,16.222200,16.222200,15.955600,16.003300,0.000579,68692500
1998-11-17,16.001101,16.086700,15.917800,15.998900,0.000579,75496500
1998-11-18,16.066700,16.197800,16.000000,16.161100,0.000585,52911000
1998-11-19,16.177799,16.209999,15.876700,15.876700,0.000574,63549000
1998-11-20,15.888900,15.968900,15.722200,15.777800,0.000571,94990500
1998-11-23,15.722200,15.722200,15.492200,15.568900,0.000563,77395500
1998-11-24,15.683300,15.755600,15.471100,15.500000,0.000561,85342500
1998-11-25,null,null,null,null,null,null
1998-11-26,15.422200,15.577800,15.213300,15.221100,0.000551,75987000
1998-11-27,15.197800,15.264400,15.000000,15.160000,0.000548,91944000
1998-11-30,14.903300,15.174400,14.627800,15.173300,0.000549,151983000
1998-12-01,15.133300,15.203300,14.977800,15.144400,0.000548,90895500
1998-12-02,15.200000,15.244400,14.944400,14.990000,0.000542,94252500
1998-12-03,14.988900,15.077800,14.913300,15.000000,0.000543,77328000
1998-12-04,15.023300,16.105600,15.011100,15.732200,0.000569,267912000
1998-12-07,15.704400,15.755600,15.423300,15.715600,0.000569,127800000
1998-12-08,15.651100,15.744400,15.533300,15.645600,0.000566,95188500
1998-12-09,15.728900,16.002199,15.728900,15.780000,0.000571,99882000
1998-12-10,15.860000,15.906700,15.737800,15.805600,0.000572,49833000
1998-12-11,15.844400,15.987800,15.844400,15.933300,0.000576,83506500
1998-12-14,16.000000,16.044399,15.823300,15.872200,0.000574,64111500
1998-12-15,15.833300,15.864400,15.437800,15.457800,0.000559,85189500
1998-12-16,15.475600,15.694400,15.266700,15.688900,0.000568,115375500
1998-12-17,15.377800,15.688900,15.266700,15.284400,0.000553,124038000
1998-12-18,15.331100,15.666700,15.275600,15.464400,0.000559,149319000
1998-12-21,15.636700,15.955600,15.611100,15.955600,0.000577,109210500
1998-12-22,16.027800,16.088900,15.666700,15.824400,0.000572,120231000
1998-12-23,15.955600,16.000000,15.600000,15.600000,0.000564,94869000
1998-12-24,15.555600,15.811100,15.494400,15.611100,0.000565,128214000
1998-12-25,null,null,null,null,null,null
1998-12-28,15.755600,16.355600,15.696700,16.355600,0.000592,164119500
1998-12-29,16.155600,16.337799,15.911100,15.955600,0.000577,114745500
1998-12-30,16.186701,17.232201,16.117800,17.232201,0.000623,308853000
1998-12-31,17.155600,17.266701,16.624399,16.688900,0.000604,214546500
1999-01-01,16.842199,17.111099,16.688900,16.944401,0.000613,152185500
1999-01-04,17.131100,17.555599,17.035601,17.344400,0.000627,171607500
1999-01-05,17.444401,17.532200,17.335600,17.400000,0.000630,133101000
1999-01-06,17.666700,17.833300,17.495600,17.711100,0.000641,188302500
1999-01-07,17.858900,18.221100,17.837799,18.205601,0.000659,181548000
1999-01-08,18.381100,18.711100,18.333300,18.655600,0.000675,178110000
1999-01-11,18.597799,19.547800,18.422199,18.663300,0.000675,277258500
1999-01-12,18.356701,18.577801,17.666700,17.850000,0.000646,181282500
1999-01-13,18.222200,18.333300,17.755600,17.891100,0.000647,138811500
1999-01-14,17.666700,18.133301,17.155600,17.956699,0.000650,125914500
1999-01-15,18.221100,18.644400,17.666700,17.862200,0.000646,218493000
1999-01-18,18.088900,18.488899,17.735600,18.422199,0.000666,160519500
1999-01-19,18.331100,18.400000,17.688900,17.777800,0.000643,183766500
1999-01-20,null,null,null,null,null,null
1999-01-21,17.984400,18.400000,17.711100,18.266701,0.000661,204075000
1999-01-22,18.266701,18.328899,17.900000,17.971100,0.000650,127116000
1999-01-25,17.933300,17.933300,17.512199,17.822201,0.000645,132025500
1999-01-26,null,null,null,null,null,null
1999-01-27,18.111099,18.655600,18.088900,18.281099,0.000661,164704500
1999-01-28,18.326700,18.487801,17.822201,17.844400,0.000646,100372500
1999-01-29,17.886700,18.065599,17.773300,17.933300,0.000649,83655000
1999-02-01,17.844400,18.266701,17.782200,17.782200,0.000643,111865500
1999-02-02,17.844400,17.866699,17.444401,17.622200,0.000638,111460500
1999-02-03,17.977800,18.211100,17.777800,18.111099,0.000655,129136500
1999-02-04,18.397800,18.555599,18.088900,18.172199,0.000657,145224000
1999-02-05,18.244400,18.266701,17.892200,18.155600,0.000657,88191000
1999-02-08,18.266701,18.888901,18.211100,18.287800,0.000662,179082000
1999-02-09,18.188900,18.355600,17.955601,18.355600,0.000664,106902000
1999-02-10,18.488899,18.733299,18.333300,18.677799,0.000676,98406000
1999-02-11,18.755600,19.153299,18.724400,18.777800,0.000679,181912500
1999-02-12,18.824400,19.131100,18.744400,18.933300,0.000685,115947000
1999-02-15,19.000000,19.297800,18.688900,18.705601,0.000677,122112000
1999-02-16,18.688900,18.838900,18.578899,18.688900,0.000676,83326500
1999-02-17,18.877800,18.877800,18.144400,18.511101,0.000670,112702500
1999-02-18,18.577801,18.866699,18.256701,18.322201,0.000663,101164500
1999-02-19,18.355600,18.549999,18.266701,18.266701,0.000661,62491500
1999-02-22,18.200001,18.266701,17.811100,17.844400,0.000646,56749500
1999-02-23,17.777800,18.084400,17.650000,18.084400,0.000654,89469000
1999-02-24,18.175600,18.237801,17.868900,18.044399,0.000653,69147000
1999-02-25,17.893299,18.033300,17.777800,17.777800,0.000643,56290500
1999-02-26,17.664400,17.664400,17.088900,17.173300,0.000621,100350000
1999-03-01,18.777800,20.000000,18.700001,20.000000,0.000724,201420000
1999-03-02,null,null,null,null,null,null
1999-03-03,20.666700,21.288900,20.466700,20.600000,0.000745,256189500
1999-03-04,20.823299,21.194401,20.741100,21.088900,0.000763,159876000
1999-03-05,21.333300,21.840000,21.233299,21.444401,0.000776,183798000
1999-03-08,21.735600,22.508900,21.286699,22.508900,0.000814,252346500
1999-03-09,22.622200,22.622200,21.767799,21.799999,0.000789,203854500
1999-03-10,21.444401,22.511101,21.444401,22.138901,0.000801,209574000
1999-03-11,22.111099,22.444401,21.781099,21.865601,0.000791,88753500
1999-03-12,21.955601,22.291100,21.888901,22.166700,0.000802,101317500
1999-03-15,22.311100,22.797800,22.000000,22.451099,0.000812,117319500
1999-03-16,22.377800,22.884399,21.998899,21.998899,0.000796,104508000
1999-03-17,22.488899,23.397800,22.224400,22.327801,0.000808,201717000
1999-03-18,22.333300,22.548901,22.088900,22.400000,0.000810,63373500
1999-03-19,22.488899,22.586700,21.866699,22.155600,0.000802,71757000
1999-03-22,22.000000,22.000000,21.523300,21.766701,0.000787,60439500
1999-03-23,21.755600,21.955601,21.088900,21.088900,0.000763,93456000
1999-03-24,21.755600,22.066700,20.715599,21.335600,0.000772,106987500
1999-03-25,21.133301,21.382200,20.225599,20.311100,0.000735,84753000
1999-03-26,20.277800,20.706699,20.088900,20.466700,0.000740,81801000
1999-03-29,null,null,null,null,null,null
1999-03-30,20.444401,21.666700,19.822201,21.666700,0.000784,93631500
1999-03-31,21.639999,21.790001,21.271099,21.400000,0.000774,73730475
1999-04-01,21.500000,21.544399,21.004400,21.010000,0.000760,47540250
1999-04-02,null,null,null,null,null,null
1999-04-05,20.222200,20.440001,19.355600,19.555599,0.000707,67427685
1999-04-06,19.600000,21.120001,19.466700,21.120001,0.000764,142788015
1999-04-07,21.000000,21.644400,20.766701,21.002199,0.000760,125885250
1999-04-08,21.066700,21.294399,20.817801,21.088900,0.000763,47118330
1999-04-09,21.133301,21.222200,20.466700,20.780001,0.000752,75223485
1999-04-12,20.646700,20.888901,20.355600,20.644400,0.000747,49895640
1999-04-13,20.437799,20.644400,20.244400,20.244400,0.000732,47005740
1999-04-14,null,null,null,null,null,null
1999-04-15,19.777800,20.111099,19.690001,19.966700,0.000722,42298380
1999-04-16,20.244400,21.564400,20.244400,21.564400,0.000780,57293685
1999-04-19,20.200001,21.355600,19.966700,20.927799,0.000757,70326405
1999-04-20,21.084400,21.266701,20.781099,20.955601,0.000758,37151145
1999-04-21,21.262199,21.655600,20.982201,21.222200,0.000768,55328535
1999-04-22,21.155600,21.526699,20.400000,20.677799,0.000748,60710625
1999-04-23,20.788900,21.010000,20.234400,21.000000,0.000760,84866940
1999-04-26,20.472200,20.577801,19.702200,19.711100,0.000713,95462910
1999-04-27,null,null,null,null,null,null
1999-04-28,19.888901,20.551100,19.602200,20.488899,0.000741,58585095
1999-04-29,20.611099,21.111099,20.422199,21.111099,0.000764,69728850
1999-04-30,21.200001,21.420000,21.022200,21.286699,0.000770,54625050
1999-05-03,21.288900,21.733299,21.224400,21.237801,0.000768,36519795
1999-05-04,21.266701,22.533300,21.266701,22.533300,0.000815,66399300
1999-05-05,22.333300,23.177799,22.177799,22.666700,0.000820,101960865
1999-05-06,22.776699,24.480000,22.755600,24.480000,0.000886,160671915
1999-05-07,24.955601,25.351101,24.222200,24.333300,0.000880,112357845
1999-05-10,24.533300,24.955601,23.891100,24.422199,0.000884,90955035
1999-05-11,24.466700,24.575600,23.824400,23.866699,0.000863,63468675
1999-05-12,24.177799,24.666700,22.778900,23.434401,0.000848,109690155
1999-05-13,23.666700,24.377800,23.666700,24.120001,0.000873,91754145
1999-05-14,24.311100,25.062201,24.155600,24.811100,0.000898,121124970
1999-05-17,24.733299,25.333300,23.667801,24.342199,0.000881,117180900
1999-05-18,24.444401,24.844400,24.088900,24.135599,0.000873,76881690
1999-05-19,24.200001,24.444401,23.923300,24.155600,0.000874,40747995
1999-05-20,24.104401,24.311100,23.733299,23.733299,0.000859,34590600
1999-05-21,24.106701,25.311100,23.518900,24.338900,0.000881,196856010
1999-05-24,24.866699,25.128901,24.488899,24.820000,0.000898,59629545
1999-05-25,24.842199,24.842199,23.602200,23.688900,0.000857,80739810
1999-05-26,23.977800,24.216700,23.257799,23.777800,0.000860,86463360
1999-05-27,23.755600,24.064400,22.468901,22.468901,0.000813,63227070
1999-05-28,22.644400,23.013300,21.777800,22.600000,0.000818,100873215
1999-05-31,22.866699,23.618900,22.806700,23.478901,0.000849,67749840
1999-06-01,23.202200,23.440001,22.604401,22.695601,0.000821,50786190
1999-06-02,22.888901,22.974400,22.466700,22.805599,0.000825,37301670
1999-06-03,22.866699,23.082199,22.734400,22.963301,0.000831,28166670
1999-06-04,23.218901,23.886700,23.155600,23.516701,0.000851,76063500
1999-06-07,23.777800,24.138901,23.555599,23.822201,0.000862,63782685
1999-06-08,23.666700,24.200001,23.588900,23.688900,0.000857,58439880
1999-06-09,24.000000,24.444401,23.565599,23.647800,0.000856,25764210
1999-06-10,23.664400,24.042200,23.446699,23.530001,0.000851,28882035
1999-06-11,23.533300,23.680000,22.837799,22.922199,0.000829,51746670
1999-06-14,22.577801,22.686701,22.139999,22.573299,0.000817,35478585
1999-06-15,22.655600,22.742201,22.161100,22.265600,0.000806,36184365
1999-06-16,23.777800,23.777800,22.223301,23.001101,0.000832,46818810
1999-06-17,23.260000,23.824400,23.036699,23.385599,0.000846,53484390
1999-06-18,23.553301,24.093300,23.553301,23.809999,0.000861,52587000
1999-06-21,23.913300,24.438900,23.866699,24.303301,0.000879,55504935
1999-06-22,24.421101,24.755600,24.138901,24.521099,0.000887,48916125
1999-06-23,25.000000,25.000000,23.888901,23.993299,0.000868,63734940
1999-06-24,23.932199,24.197800,23.602200,24.094400,0.001131,50177655
1999-06-25,24.000000,24.195601,23.830000,23.887800,0.001121,31248540
1999-06-28,24.108900,24.111099,23.888901,24.035601,0.001128,20371635
1999-06-29,24.061100,24.266701,23.943300,24.157801,0.001134,33129045
1999-06-30,24.155600,24.444401,24.080000,24.361099,0.001143,62479215
1999-07-01,24.442200,24.511101,24.096701,24.198900,0.001136,30408480
1999-07-02,24.311100,24.441099,24.155600,24.204399,0.001136,34171920
1999-07-05,24.288900,24.773300,24.288900,24.544399,0.001152,65095740
1999-07-06,24.555599,24.666700,24.338900,24.416700,0.001146,28215540
1999-07-07,24.442200,24.481100,24.000000,24.091101,0.001131,44747550
1999-07-08,24.000000,24.064400,23.481100,23.543301,0.001105,51333480
1999-07-09,23.555599,23.753300,22.968901,23.096701,0.001084,70339770
1999-07-12,23.266701,24.155600,22.912201,23.863300,0.001120,91608795
1999-07-13,23.977800,23.997801,22.780001,23.213301,0.001090,55879470
1999-07-14,23.437799,23.444401,22.935600,23.088900,0.001084,36827235
1999-07-15,23.200001,23.733299,22.628901,22.825600,0.001071,84704940
1999-07-16,22.777800,23.022200,22.666700,22.790001,0.001070,37594215
1999-07-19,22.844400,23.333300,22.782200,23.192200,0.001089,51345765
1999-07-20,23.333300,23.400000,22.002199,22.115601,0.001038,90574245
1999-07-21,22.111099,22.555599,22.000000,22.280001,0.001046,58977990
1999-07-22,22.288900,22.644400,22.222200,22.315599,0.001047,50006295
1999-07-23,22.531099,22.951099,22.333300,22.480000,0.001055,69989625
1999-07-26,22.442200,22.588900,22.053301,22.260000,0.001045,44542440
1999-07-27,22.177799,22.463301,22.002199,22.106701,0.001038,62423640
1999-07-28,22.553301,22.995600,22.384399,22.528900,0.001057,69410070
1999-07-29,22.585600,22.711100,22.250000,22.571100,0.001059,43610490
1999-07-30,22.333300,22.707800,21.113300,22.337799,0.001048,52632450
1999-08-02,22.597799,22.622200,22.111099,22.219999,0.001043,34506225
1999-08-03,22.266701,22.266701,21.697800,21.781099,0.001022,67044285
1999-08-04,22.088900,22.511101,22.000000,22.226700,0.001043,35823735
1999-08-05,22.333300,22.618900,22.034401,22.117800,0.001038,33268365
1999-08-06,22.055599,22.133301,21.888901,21.936701,0.001030,26069355
1999-08-09,21.888901,21.888901,21.488899,21.548901,0.001011,24915555
1999-08-10,21.490000,21.490000,20.670000,20.832199,0.000978,44733690
1999-08-11,20.480000,21.888901,20.480000,21.287800,0.000999,91559475
1999-08-12,21.597799,21.597799,21.000000,21.174400,0.000994,47460195
1999-08-13,21.266701,21.287800,20.811100,20.885599,0.000980,24036255
1999-08-16,21.066700,21.311100,20.916700,21.061100,0.000989,25113105
1999-08-17,21.107800,21.224400,21.000000,21.051100,0.000988,31526280
1999-08-18,21.311100,22.666700,21.311100,22.423300,0.001053,104653845
1999-08-19,22.537800,22.622200,21.822201,21.891100,0.001028,43869375
1999-08-20,22.000000,22.000000,21.451099,21.607800,0.001014,17567910
1999-08-23,21.798901,22.111099,21.691099,21.803301,0.001023,23107860
1999-08-24,21.982201,22.288900,21.827801,22.150000,0.001040,43937775
1999-08-25,22.555599,22.755600,20.444401,21.938900,0.001030,40238325
1999-08-26,22.155600,23.422199,21.733299,22.870001,0.001073,83131110
1999-08-27,23.444401,23.951099,23.377800,23.500000,0.001103,59381325
1999-08-30,23.333300,23.376699,22.777800,22.834400,0.001072,27798840
1999-08-31,22.799999,23.111099,22.444401,22.574400,0.001060,38343915
1999-09-01,23.219999,23.311100,22.799999,23.157801,0.001087,53875440
1999-09-02,23.022200,23.111099,22.090000,22.240000,0.001044,38756115
1999-09-03,22.100000,22.266701,21.845600,21.905600,0.001028,24979365
1999-09-06,22.108900,22.177799,21.778900,21.943300,0.001030,15259410
1999-09-07,21.822201,22.037800,21.379999,21.525600,0.001010,29042235
1999-09-08,22.131100,22.131100,21.515600,21.745600,0.001021,26648010
1999-09-09,21.888901,21.888901,21.602200,21.718901,0.001019,15410655
1999-09-10,21.755600,21.817801,21.522200,21.597799,0.001014,17144235
1999-09-13,null,null,null,null,null,null
1999-09-14,21.466700,21.731100,21.270000,21.352200,0.001002,26909415
1999-09-15,21.668900,21.668900,21.022200,21.221100,0.000996,37725390
1999-09-16,21.044399,21.155600,20.666700,20.803301,0.000976,27100170
1999-09-17,20.577801,20.688900,20.133301,20.475599,0.000961,24628635
1999-09-20,20.486700,20.577801,20.161100,20.201099,0.000948,13976685
1999-09-21,20.222200,20.260000,19.472200,19.574400,0.000919,30858750
1999-09-22,20.000000,20.666700,19.911100,20.180000,0.000947,56969685
1999-09-23,20.211100,20.222200,19.377800,19.477800,0.000914,32839785
1999-09-24,19.377800,19.868900,19.358900,19.483299,0.000915,30288780
1999-09-27,19.500000,19.553301,18.625601,18.734400,0.000879,28139175
1999-09-28,18.524401,18.777800,18.133301,18.291100,0.000859,49108500
1999-09-29,18.731100,19.244400,18.555599,18.883301,0.000886,57905775
1999-09-30,18.866699,18.953300,18.357800,18.477800,0.000867,24482295
1999-10-01,18.422199,18.644400,18.201099,18.364401,0.000862,41724495
1999-10-04,18.466700,18.466700,17.556700,17.681101,0.000830,25736805
1999-10-05,17.557800,17.709999,17.277800,17.541100,0.000823,44866800
1999-10-06,17.733299,18.644400,17.668900,18.070000,0.000848,63586080
1999-10-07,18.076700,19.440001,18.076700,19.347799,0.000908,108136080
1999-10-08,19.333300,19.600000,19.011101,19.135599,0.000898,50964390
1999-10-11,19.288900,19.311100,18.281099,18.468901,0.000867,28857105
1999-10-12,18.222200,18.400000,17.777800,17.911100,0.000841,37871010
1999-10-13,17.711100,18.533300,16.888901,18.219999,0.000855,84521790
1999-10-14,18.426701,19.677799,18.426701,19.677799,0.000924,71193825
1999-10-15,20.000000,20.101101,18.104401,18.139999,0.000851,62147655
1999-10-18,18.428900,18.428900,17.488899,17.667801,0.000829,54602955
1999-10-19,null,null,null,null,null,null
1999-10-20,18.753300,18.753300,17.077801,17.183300,0.000807,85219425
1999-10-21,17.311100,17.664400,16.957800,17.106701,0.000803,54033165
1999-10-22,17.155600,17.597799,17.066700,17.200001,0.000807,48289320
1999-10-25,17.711100,18.221100,17.623301,17.814400,0.000836,69423525
1999-10-26,17.866699,17.975599,17.336700,17.395599,0.000817,45795150
1999-10-27,17.864401,17.955601,17.336700,17.444401,0.000819,45548550
1999-10-28,17.533300,17.533300,16.260000,16.485600,0.000774,41678145
1999-10-29,16.666700,16.666700,15.377800,15.705600,0.000737,56135880
1999-11-01,15.557800,15.711100,14.450000,14.490000,0.000680,43357410
1999-11-02,14.555600,15.200000,13.888900,15.006700,0.000704,62658630
1999-11-03,15.111100,15.531100,14.844400,15.237800,0.000715,47794815
1999-11-04,15.111100,15.504400,14.982200,15.335600,0.000720,20780280
1999-11-05,15.358900,16.244400,15.333300,16.106701,0.000756,57379545
1999-11-08,null,null,null,null,null,null
1999-11-09,16.222200,16.222200,15.677800,16.051100,0.000753,31022010
1999-11-10,16.111099,16.302200,15.888900,16.005600,0.000751,19388655
1999-11-11,16.044399,17.286699,16.033300,17.101101,0.000803,93429630
1999-11-12,17.000000,17.777800,16.911100,17.011101,0.000798,73493190
1999-11-15,17.022200,17.308901,16.688900,16.847799,0.000791,38375460
1999-11-16,16.666700,16.911100,16.361099,16.494400,0.000774,33889950
1999-11-17,16.667801,16.775600,16.244400,16.244400,0.000762,26672265
1999-11-18,16.224400,17.022200,16.133301,16.921101,0.000794,47376495
1999-11-19,17.044399,17.666700,17.011101,17.107800,0.000803,68380290
1999-11-22,17.155600,17.177799,16.666700,16.866699,0.000792,36054225
1999-11-23,null,null,null,null,null,null
1999-11-24,17.000000,17.293301,16.528900,16.588900,0.000779,45937080
1999-11-25,16.622200,16.799999,16.513300,16.654400,0.000782,20061900
1999-11-26,16.733299,16.777800,16.135599,16.178900,0.000759,34110540
1999-11-29,16.155600,16.222200,15.512200,15.613300,0.000733,25834365
1999-11-30,15.555600,15.808900,15.292200,15.456700,0.000726,38011680
1999-12-01,15.644400,16.171101,15.602200,15.761100,0.000740,29861370
1999-12-02,15.774400,16.066700,15.644400,15.775600,0.000740,32410980
1999-12-03,15.888900,16.200001,15.777800,15.835600,0.000743,30121470
1999-12-06,16.085600,16.088900,15.700000,15.767800,0.000740,12212910
1999-12-07,15.777800,15.955600,15.513300,15.607800,0.000733,30896640
1999-12-08,15.821100,16.013300,15.155600,15.298900,0.000718,33492330
1999-12-09,15.111100,15.488900,15.066700,15.303300,0.000718,15031935
1999-12-10,15.377800,15.422200,14.800000,14.892200,0.000699,16763850
1999-12-13,14.777800,14.888900,14.401100,14.435600,0.000678,15556905
1999-12-14,14.378900,14.444400,13.668900,13.777800,0.000647,37007415
1999-12-15,13.888900,14.506700,12.888900,14.332200,0.000673,37676565
1999-12-16,14.222200,14.400000,13.888900,13.971100,0.000656,16205580
1999-12-17,14.044400,14.064400,13.555600,13.602200,0.000638,15657255
1999-12-20,13.577800,14.022200,13.346700,13.587800,0.000638,25819830
1999-12-21,13.666700,14.675600,13.555600,14.675600,0.000689,61607205
1999-12-22,15.850000,15.850000,15.850000,15.850000,0.000744,1751040
1999-12-23,16.660000,16.722200,16.002199,16.304399,0.000765,41959800
1999-12-24,16.266701,16.266701,15.245600,15.422200,0.000724,21822435
1999-12-27,15.333300,15.600000,14.680000,14.827800,0.000696,11478555
1999-12-28,14.223300,15.311100,14.223300,14.834400,0.000696,23802030
1999-12-29,15.066700,15.397800,14.866700,14.937800,0.000701,11289195
1999-12-30,14.987800,15.172200,14.468900,14.577800,0.000684,9547065
1999-12-31,null,null,null,null,null,null
2000-01-03,15.422200,15.744400,15.000000,15.744400,0.000739,25322175
2000-01-04,15.866700,16.200001,15.428900,15.830000,0.000743,32068665
2000-01-05,15.916700,16.864401,14.666700,16.137800,0.000757,62196705
2000-01-06,16.466700,17.428900,16.466700,17.428900,0.000818,32472810
2000-01-07,18.497801,18.823299,18.311100,18.823299,0.000884,10404405
2000-01-10,20.247801,20.330000,19.444401,20.330000,0.000954,54891810
2000-01-11,20.044399,21.155600,19.246700,19.637800,0.000922,106926930
2000-01-12,20.111099,20.533300,19.340000,19.741100,0.000927,27736470
2000-01-13,20.000000,20.799999,19.355600,19.549999,0.000918,30018285
2000-01-14,19.553301,20.082199,19.182199,19.723301,0.000926,25892145
2000-01-17,20.110001,20.110001,18.145599,18.163300,0.000853,79375635
2000-01-18,17.911100,18.444401,17.688900,18.252199,0.000857,36333945
2000-01-19,18.444401,18.844400,17.799999,18.357800,0.000862,19189800
2000-01-20,18.444401,18.444401,17.304399,17.468901,0.000820,21826980
2000-01-21,17.444401,18.797800,17.444401,18.478901,0.000867,54041490
2000-01-24,18.577801,19.066700,17.388901,17.610001,0.000827,69614775
2000-01-25,17.333300,17.333300,16.201099,16.212200,0.000761,55845675
2000-01-26,null,null,null,null,null,null
2000-01-27,16.688900,17.510000,15.111100,17.307800,0.000812,84060675
2000-01-28,17.044399,17.044399,15.923300,15.982200,0.000750,57447135
2000-01-31,15.800000,16.177799,15.222200,15.382200,0.000722,44699445
2000-02-01,15.488900,16.038900,15.355600,15.590000,0.000732,51973560
2000-02-02,16.000000,16.282200,15.822200,15.867800,0.000745,27027315
2000-02-03,16.022200,16.133301,15.666700,15.757800,0.000740,16067520
2000-02-04,15.844400,15.995600,15.355600,15.455600,0.000725,19718640
2000-02-07,15.744400,16.692200,15.744400,16.606701,0.000779,43533990
2000-02-08,16.913300,17.733299,16.799999,16.961100,0.000796,43611480
2000-02-09,17.431101,18.318899,17.155600,18.318899,0.000860,30496320
2000-02-10,19.784401,19.784401,19.784401,19.784401,0.000929,914535
2000-02-11,21.367800,21.367800,21.367800,21.367800,0.001003,1949355
2000-02-14,22.186701,23.044399,20.044399,20.723301,0.000973,50505660
2000-02-15,20.555599,22.381100,20.222200,22.366699,0.001050,66075660
2000-02-16,22.879999,23.711100,21.666700,22.160000,0.001040,73780875
2000-02-17,22.200001,23.442200,22.045601,22.891100,0.001074,86617935
2000-02-18,23.000000,23.333300,21.059999,21.262199,0.000998,49126365
2000-02-21,22.000000,22.400000,21.333300,21.775600,0.001022,43757370
2000-02-22,21.888901,22.196699,20.502199,20.917801,0.000982,48984435
2000-02-23,21.133301,22.200001,19.244400,19.245600,0.000903,32153490
2000-02-24,19.244400,19.555599,18.022200,18.726700,0.000879,26776935
2000-02-25,19.304399,19.304399,17.799999,18.003300,0.000845,15433560
2000-02-28,18.222200,18.641100,17.468901,17.855600,0.000838,15017760
2000-02-29,18.000000,18.200001,16.427799,16.596701,0.000779,58583295
2000-03-01,16.446699,17.422199,15.777800,16.750000,0.000786,39355560
2000-03-02,16.911100,17.333300,15.875600,16.102200,0.000756,48140865
2000-03-03,16.355600,16.355600,14.814400,15.007800,0.000704,31347810
2000-03-06,15.488900,16.208900,15.488900,16.208900,0.000761,21424815
2000-03-07,16.555599,17.505600,16.266701,17.346701,0.000814,42953940
2000-03-08,18.222200,18.734400,17.333300,17.945601,0.000842,36740205
2000-03-09,18.111099,18.822201,17.491100,18.415600,0.000864,40036455
2000-03-10,18.665600,19.266701,18.001101,18.608900,0.000873,30569670
2000-03-13,19.266701,20.097799,17.777800,18.423300,0.000865,50532345
2000-03-14,18.333300,19.511101,17.577801,19.088900,0.000896,50349870
2000-03-15,19.111099,19.444401,18.355600,18.926701,0.000888,20189790
2000-03-16,19.088900,19.088900,17.413300,17.458900,0.000819,21512565
2000-03-17,null,null,null,null,null,null
2000-03-20,null,null,null,null,null,null
2000-03-21,17.222200,17.508900,16.062201,16.114401,0.000756,17817120
2000-03-22,16.555599,17.111099,16.355600,16.454399,0.000772,20216160
2000-03-23,16.597799,16.617800,15.488900,15.661100,0.000735,13446405
2000-03-24,15.822200,16.288900,15.822200,16.031099,0.000752,11628765
2000-03-27,16.108900,16.266701,15.778900,16.011101,0.000752,10973475
2000-03-28,16.044399,16.086700,15.381100,15.598900,0.000732,17347905
2000-03-29,16.000000,16.666700,15.822200,16.070000,0.000754,15639570
2000-03-30,16.219999,16.755600,15.800000,16.003300,0.000751,27174420
2000-03-31,15.800000,16.707800,15.777800,16.476700,0.000773,26376660
2000-04-03,16.442200,17.795601,16.023300,17.711100,0.000831,77401125
2000-04-04,17.444401,17.444401,16.294399,16.294399,0.000765,26158905
2000-04-05,15.111100,16.444401,15.001100,15.527800,0.000729,31782105
2000-04-06,15.666700,15.800000,14.357800,15.173300,0.000712,19412370
2000-04-07,15.155600,16.308901,15.155600,16.243299,0.000762,48931065
2000-04-10,16.333300,17.151100,16.111099,16.355600,0.000768,65756160
2000-04-11,16.135599,16.177799,15.622200,15.933300,0.000748,21574395
2000-04-12,16.111099,16.435600,15.888900,16.041100,0.000753,15921090
2000-04-13,15.590000,15.590000,15.111100,15.236700,0.000715,18104850
2000-04-14,null,null,null,null,null,null
2000-04-17,15.111100,15.111100,14.017800,14.017800,0.000658,14576715
2000-04-18,14.017800,14.383300,12.896700,12.904400,0.000606,31004595
